x-axis,1
second,Volt
-100.000000E-03,+217.964813E-03
-99.996800E-03,+418.969840E-03
-99.993600E-03,+418.969840E-03
-99.990400E-03,+217.964813E-03
-99.987200E-03,+418.969840E-03
-99.984000E-03,+217.964813E-03
-99.980800E-03,+217.964813E-03
-99.977600E-03,+217.964813E-03
-99.974400E-03,+418.969840E-03
-99.971200E-03,+217.964813E-03
-99.968000E-03,+217.964813E-03
-99.964800E-03,+217.964813E-03
-99.961600E-03,+418.969840E-03
-99.958400E-03,+418.969840E-03
-99.955200E-03,+217.964813E-03
-99.952000E-03,+418.969840E-03
-99.948800E-03,+418.969840E-03
-99.945600E-03,+418.969840E-03
-99.942400E-03,+418.969840E-03
-99.939200E-03,+418.969840E-03
-99.936000E-03,+217.964813E-03
-99.932800E-03,+217.964813E-03
-99.929600E-03,+418.969840E-03
-99.926400E-03,+418.969840E-03
-99.923200E-03,+418.969840E-03
-99.920000E-03,+418.969840E-03
-99.916800E-03,+418.969840E-03
-99.913600E-03,+418.969840E-03
-99.910400E-03,+217.964813E-03
-99.907200E-03,+217.964813E-03
-99.904000E-03,+217.964813E-03
-99.900800E-03,+217.964813E-03
-99.897600E-03,+418.969840E-03
-99.894400E-03,+418.969840E-03
-99.891200E-03,+217.964813E-03
-99.888000E-03,+217.964813E-03
-99.884800E-03,+418.969840E-03
-99.881600E-03,+418.969840E-03
-99.878400E-03,+217.964813E-03
-99.875200E-03,+217.964813E-03
-99.872000E-03,+217.964813E-03
-99.868800E-03,+418.969840E-03
-99.865600E-03,+418.969840E-03
-99.862400E-03,+418.969840E-03
-99.859200E-03,+217.964813E-03
-99.856000E-03,+418.969840E-03
-99.852800E-03,+418.969840E-03
-99.849600E-03,+418.969840E-03
-99.846400E-03,+418.969840E-03
-99.843200E-03,+418.969840E-03
-99.840000E-03,+217.964813E-03
-99.836800E-03,+418.969840E-03
-99.833600E-03,+418.969840E-03
-99.830400E-03,+418.969840E-03
-99.827200E-03,+418.969840E-03
-99.824000E-03,+418.969840E-03
-99.820800E-03,+418.969840E-03
-99.817600E-03,+418.969840E-03
-99.814400E-03,+217.964813E-03
-99.811200E-03,+217.964813E-03
-99.808000E-03,+418.969840E-03
-99.804800E-03,+217.964813E-03
-99.801600E-03,+619.974866E-03
-99.798400E-03,+217.964813E-03
-99.795200E-03,+418.969840E-03
-99.792000E-03,+217.964813E-03
-99.788800E-03,+418.969840E-03
-99.785600E-03,+217.964813E-03
-99.782400E-03,+418.969840E-03
-99.779200E-03,+217.964813E-03
-99.776000E-03,+217.964813E-03
-99.772800E-03,+418.969840E-03
-99.769600E-03,+418.969840E-03
-99.766400E-03,+217.964813E-03
-99.763200E-03,+217.964813E-03
-99.760000E-03,+418.969840E-03
-99.756800E-03,+217.964813E-03
-99.753600E-03,+418.969840E-03
-99.750400E-03,+418.969840E-03
-99.747200E-03,+217.964813E-03
-99.744000E-03,+418.969840E-03
-99.740800E-03,+418.969840E-03
-99.737600E-03,+619.974866E-03
-99.734400E-03,+217.964813E-03
-99.731200E-03,+217.964813E-03
-99.728000E-03,+217.964813E-03
-99.724800E-03,+217.964813E-03
-99.721600E-03,+418.969840E-03
-99.718400E-03,+217.964813E-03
-99.715200E-03,+217.964813E-03
-99.712000E-03,+217.964813E-03
-99.708800E-03,+418.969840E-03
-99.705600E-03,+418.969840E-03
-99.702400E-03,+217.964813E-03
-99.699200E-03,+16.959786E-03
-99.696000E-03,+217.964813E-03
-99.692800E-03,+418.969840E-03
-99.689600E-03,+418.969840E-03
-99.686400E-03,+418.969840E-03
-99.683200E-03,+217.964813E-03
-99.680000E-03,+217.964813E-03
-99.676800E-03,+418.969840E-03
-99.673600E-03,+418.969840E-03
-99.670400E-03,+217.964813E-03
-99.667200E-03,+217.964813E-03
-99.664000E-03,+418.969840E-03
-99.660800E-03,+418.969840E-03
-99.657600E-03,+217.964813E-03
-99.654400E-03,+217.964813E-03
-99.651200E-03,+217.964813E-03
-99.648000E-03,+217.964813E-03
-99.644800E-03,+418.969840E-03
-99.641600E-03,+217.964813E-03
-99.638400E-03,+418.969840E-03
-99.635200E-03,+217.964813E-03
-99.632000E-03,+217.964813E-03
-99.628800E-03,+418.969840E-03
-99.625600E-03,+418.969840E-03
-99.622400E-03,+217.964813E-03
-99.619200E-03,+217.964813E-03
-99.616000E-03,+418.969840E-03
-99.612800E-03,+418.969840E-03
-99.609600E-03,+418.969840E-03
-99.606400E-03,+418.969840E-03
-99.603200E-03,+217.964813E-03
-99.600000E-03,+217.964813E-03
-99.596800E-03,+619.974866E-03
-99.593600E-03,+418.969840E-03
-99.590400E-03,+418.969840E-03
-99.587200E-03,+418.969840E-03
-99.584000E-03,+619.974866E-03
-99.580800E-03,+418.969840E-03
-99.577600E-03,+418.969840E-03
-99.574400E-03,+217.964813E-03
-99.571200E-03,+418.969840E-03
-99.568000E-03,+217.964813E-03
-99.564800E-03,+217.964813E-03
-99.561600E-03,+217.964813E-03
-99.558400E-03,+217.964813E-03
-99.555200E-03,+217.964813E-03
-99.552000E-03,+418.969840E-03
-99.548800E-03,+418.969840E-03
-99.545600E-03,+418.969840E-03
-99.542400E-03,+217.964813E-03
-99.539200E-03,+217.964813E-03
-99.536000E-03,+418.969840E-03
-99.532800E-03,+217.964813E-03
-99.529600E-03,+217.964813E-03
-99.526400E-03,+16.959786E-03
-99.523200E-03,+217.964813E-03
-99.520000E-03,+418.969840E-03
-99.516800E-03,+418.969840E-03
-99.513600E-03,+418.969840E-03
-99.510400E-03,+418.969840E-03
-99.507200E-03,+217.964813E-03
-99.504000E-03,+217.964813E-03
-99.500800E-03,+418.969840E-03
-99.497600E-03,+217.964813E-03
-99.494400E-03,+418.969840E-03
-99.491200E-03,+217.964813E-03
-99.488000E-03,+418.969840E-03
-99.484800E-03,+418.969840E-03
-99.481600E-03,+217.964813E-03
-99.478400E-03,+418.969840E-03
-99.475200E-03,+217.964813E-03
-99.472000E-03,+217.964813E-03
-99.468800E-03,+418.969840E-03
-99.465600E-03,+217.964813E-03
-99.462400E-03,+217.964813E-03
-99.459200E-03,+418.969840E-03
-99.456000E-03,+418.969840E-03
-99.452800E-03,+418.969840E-03
-99.449600E-03,+217.964813E-03
-99.446400E-03,+217.964813E-03
-99.443200E-03,+217.964813E-03
-99.440000E-03,+418.969840E-03
-99.436800E-03,+418.969840E-03
-99.433600E-03,+217.964813E-03
-99.430400E-03,+217.964813E-03
-99.427200E-03,+217.964813E-03
